"YEAR","DISTRICT","DISTRICT NAME","CRISIS CODE","CRISIS CODEX","STUDENT COUNT"
2019-20,133902,HUNT ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,133902,HUNT ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,133903,KERRVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"4,389"
2019-20,133903,KERRVILLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,12
2019-20,133903,KERRVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,133903,KERRVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,133903,KERRVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,276
2019-20,133903,KERRVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,133903,KERRVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,35
2019-20,133903,KERRVILLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,133903,KERRVILLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,41
2019-20,133904,INGRAM ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,063"
2019-20,133904,INGRAM ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,133904,INGRAM ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,133904,INGRAM ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,133904,INGRAM ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,20
2019-20,133904,INGRAM ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,19
2019-20,133904,INGRAM ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,133904,INGRAM ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,133905,DIVIDE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,26
2019-20,134901,JUNCTION ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,497
2019-20,134901,JUNCTION ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,134901,JUNCTION ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,134901,JUNCTION ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,134901,JUNCTION ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,40
2019-20,134901,JUNCTION ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,134901,JUNCTION ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,134901,JUNCTION ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,134901,JUNCTION ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,27
2019-20,135001,GUTHRIE CSD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,135001,GUTHRIE CSD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,136901,BRACKETT ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,368
2019-20,136901,BRACKETT ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,136901,BRACKETT ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,136901,BRACKETT ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,77
2019-20,136901,BRACKETT ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,136901,BRACKETT ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,136901,BRACKETT ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,136901,BRACKETT ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,103
2019-20,137901,KINGSVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,384"
2019-20,137901,KINGSVILLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,29
2019-20,137901,KINGSVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,24
2019-20,137901,KINGSVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,61
2019-20,137901,KINGSVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,236
2019-20,137901,KINGSVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,137901,KINGSVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,184
2019-20,137901,KINGSVILLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,137901,KINGSVILLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,114
2019-20,137902,RICARDO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,621
2019-20,137902,RICARDO ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,137902,RICARDO ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,137902,RICARDO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,137902,RICARDO ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,36
2019-20,137902,RICARDO ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,137903,RIVIERA ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,398
2019-20,137903,RIVIERA ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,137903,RIVIERA ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,13
2019-20,137903,RIVIERA ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,137903,RIVIERA ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,137903,RIVIERA ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,138902,KNOX CITY-O'BRIEN CISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,225
2019-20,138903,MUNDAY CISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,329
2019-20,138903,MUNDAY CISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,138903,MUNDAY CISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,138903,MUNDAY CISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,138903,MUNDAY CISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,16
2019-20,138903,MUNDAY CISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,138903,MUNDAY CISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,138903,MUNDAY CISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,16
2019-20,138904,BENJAMIN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,122
2019-20,139905,CHISUM ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,964
2019-20,139905,CHISUM ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,16
2019-20,139905,CHISUM ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,139905,CHISUM ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,71
2019-20,139905,CHISUM ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,15
2019-20,139905,CHISUM ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,139909,PARIS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"3,322"
2019-20,139909,PARIS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,77
2019-20,139909,PARIS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,18
2019-20,139909,PARIS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,26
2019-20,139909,PARIS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,231
2019-20,139909,PARIS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,28
2019-20,139909,PARIS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,45
2019-20,139909,PARIS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,23
2019-20,139909,PARIS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,144
2019-20,139911,NORTH LAMAR ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,368"
2019-20,139911,NORTH LAMAR ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,139911,NORTH LAMAR ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,139911,NORTH LAMAR ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,28
2019-20,139911,NORTH LAMAR ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,139911,NORTH LAMAR ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,139912,PRAIRILAND ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,053"
2019-20,139912,PRAIRILAND ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,139912,PRAIRILAND ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,139912,PRAIRILAND ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,139912,PRAIRILAND ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,18
2019-20,139912,PRAIRILAND ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,139912,PRAIRILAND ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,12
2019-20,139912,PRAIRILAND ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,139912,PRAIRILAND ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,140901,AMHERST ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,135
2019-20,140904,LITTLEFIELD ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,280"
2019-20,140905,OLTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,574
2019-20,140905,OLTON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,140905,OLTON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,24
2019-20,140905,OLTON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,140905,OLTON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,140907,SPRINGLAKE-EARTH ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,277
2019-20,140907,SPRINGLAKE-EARTH ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,140907,SPRINGLAKE-EARTH ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,16
2019-20,140907,SPRINGLAKE-EARTH ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,140907,SPRINGLAKE-EARTH ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,140907,SPRINGLAKE-EARTH ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,11
2019-20,140908,SUDAN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,487
2019-20,140908,SUDAN ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,140908,SUDAN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,141901,LAMPASAS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"2,759"
2019-20,141901,LAMPASAS ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,33
2019-20,141901,LAMPASAS ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,141901,LAMPASAS ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,15
2019-20,141901,LAMPASAS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,249
2019-20,141901,LAMPASAS ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,141901,LAMPASAS ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,121
2019-20,141901,LAMPASAS ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,13
2019-20,141901,LAMPASAS ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,172
2019-20,141902,LOMETA ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,259
2019-20,141902,LOMETA ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,10
2019-20,141902,LOMETA ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,141902,LOMETA ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,142901,COTULLA ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,024"
2019-20,142901,COTULLA ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,69
2019-20,142901,COTULLA ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,17
2019-20,142901,COTULLA ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,25
2019-20,142901,COTULLA ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,82
2019-20,142901,COTULLA ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,142901,COTULLA ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,87
2019-20,142901,COTULLA ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,142901,COTULLA ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,143901,HALLETTSVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,995
2019-20,143901,HALLETTSVILLE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,22
2019-20,143901,HALLETTSVILLE ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,143901,HALLETTSVILLE ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,143901,HALLETTSVILLE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,44
2019-20,143901,HALLETTSVILLE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,143901,HALLETTSVILLE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,30
2019-20,143901,HALLETTSVILLE ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,143901,HALLETTSVILLE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,19
2019-20,143902,MOULTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,252
2019-20,143902,MOULTON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,143902,MOULTON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,143902,MOULTON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,143902,MOULTON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,143903,SHINER ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,143903,SHINER ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,143904,VYSEHRAD ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,118
2019-20,143905,SWEET HOME ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,140
2019-20,143906,EZZELL ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,143906,EZZELL ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,144901,GIDDINGS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,144901,GIDDINGS ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,144902,LEXINGTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,902
2019-20,144902,LEXINGTON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,11
2019-20,144902,LEXINGTON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,10
2019-20,144902,LEXINGTON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,144902,LEXINGTON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,38
2019-20,144902,LEXINGTON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,144902,LEXINGTON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,76
2019-20,144902,LEXINGTON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,144902,LEXINGTON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,13
2019-20,144903,DIME BOX ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,122
2019-20,144903,DIME BOX ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,144903,DIME BOX ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,22
2019-20,144903,DIME BOX ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,-999
2019-20,145901,BUFFALO ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,826
2019-20,145901,BUFFALO ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,145901,BUFFALO ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,145901,BUFFALO ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,30
2019-20,145901,BUFFALO ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,145901,BUFFALO ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,19
2019-20,145901,BUFFALO ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,145901,BUFFALO ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,19
2019-20,145902,CENTERVILLE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,622
2019-20,145906,NORMANGEE ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,564
2019-20,145906,NORMANGEE ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,145906,NORMANGEE ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,25
2019-20,145906,NORMANGEE ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,145906,NORMANGEE ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,13
2019-20,145906,NORMANGEE ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,10
2019-20,145907,OAKWOOD ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,177
2019-20,145907,OAKWOOD ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,145907,OAKWOOD ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,-999
2019-20,145911,LEON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,603
2019-20,145911,LEON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,145911,LEON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,145911,LEON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,31
2019-20,145911,LEON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,23
2019-20,145911,LEON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,145911,LEON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,37
2019-20,146901,CLEVELAND ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"6,695"
2019-20,146901,CLEVELAND ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,-999
2019-20,146901,CLEVELAND ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,27
2019-20,146901,CLEVELAND ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,146901,CLEVELAND ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,118
2019-20,146901,CLEVELAND ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,895
2019-20,146902,DAYTON ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"5,011"
2019-20,146902,DAYTON ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,56
2019-20,146902,DAYTON ISD,7C,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER BUT NOT ENGAGED THRU END OF YR,-999
2019-20,146902,DAYTON ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,49
2019-20,146902,DAYTON ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,109
2019-20,146902,DAYTON ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,146902,DAYTON ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,17
2019-20,146902,DAYTON ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,47
2019-20,146902,DAYTON ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,168
2019-20,146903,DEVERS ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,195
2019-20,146904,HARDIN ISD,7A,ENGAGED FOR MAJORITY OF TIME PERIOD,"1,241"
2019-20,146904,HARDIN ISD,7B,NO CONTACT FOR ENTIRE TIME PERIOD,45
2019-20,146904,HARDIN ISD,7D,NO CONTACT BEFORE 5/1; CONTACT 5/1 OR AFTER AND ENGAGED THRU END OF YR,-999
2019-20,146904,HARDIN ISD,7E,CONTACT BUT NOT ENGAGED FOR MAJORITY OF TIME PERIOD,73
2019-20,146904,HARDIN ISD,7F,CONTACT BUT NOT ENGAGED BEFORE 5/1; NO CONTACT 5/1 OR AFTER,-999
2019-20,146904,HARDIN ISD,7G,CONTACT BUT NOT ENGAGED BEFORE 5/1; ENGAGED 5/1 OR AFTER THRU END OF YR,-999
2019-20,146904,HARDIN ISD,7H,ENGAGED BEFORE 5/1; NO CONTACT 5/1 THRU END OF YR,-999
2019-20,146904,HARDIN ISD,7I,ENGAGED BEFORE 5/1; NOT ENGAGED 5/1 THRU END OF YR,22
